ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,varRank
GO:0016973,poly(A)+ mRNA export from nucleus,8/510,17/10202,6.018631225838133e-7,0.0018976744255067633,0.0018505707169129669,NUP133/PCID2/DDX19B/DDX19A/IWS1/MCM3AP/POLDIP3/GLE1,8,low
