tissue,number_of_genes_tissue,number_of_genes_topbottom,total_count,upper_count,lower_count,phyper_upper,phyper_lower,phyper_upper_bh_adj,phyper_lower_bh_adj
cross_tissue,13139,657,7606,147,419,1.0137476300894905e-80,0.9993051941007454,1.0137476300894905e-80,0.9993051941007454
